person_id,full_name,other_names,assnat_url
2095,michel bissonnet,bissonnet,/fr/deputes/bissonnet-michel-2095/index.html
2241,michel bourdon,bourdon,/fr/deputes/bourdon-michel-2241/index.html
2671,michel cote,cote,/fr/deputes/cote-michel-2671/index.html
2883,michel despres,despres,/fr/deputes/despres-michel-2883/index.html
4203,michel letourneau,letourneau,/fr/deputes/letourneau-michel-4203/index.html
39,michel matte,matte,/fr/deputes/matte-michel-39/index.html
4575,michel morin,NA,/fr/deputes/morin-michel-4575/index.html
427,michel pigeon,pigeon,/fr/deputes/pigeon-michel-427/index.html
5103,michel rivard,rivard,/fr/deputes/rivard-michel-5103/index.html
3933,michele lamquinethier,lamquinethier,/fr/deputes/lamquin-ethier-michele-3933/index.html
859,michelle courchesne,courchesne,/fr/deputes/courchesne-michelle-859/index.html
900015,michelyne stlaurent,stlaurent,
16665,mireille jean,jean,/fr/deputes/jean-mireille-16665/index.html
725,monique gagnontremblay,gagnontremblay,/fr/deputes/gagnon-tremblay-monique-725/index.html
3707,monique jeromeforget,jeromeforget,/fr/deputes/jerome-forget-monique-3707/index.html
409,monique richard,NA,/fr/deputes/richard-monique-409/index.html
5907,monique royverville,royverville,/fr/deputes/roy-verville-monique-5907/index.html
16493,monique sauve,sauve,/fr/deputes/sauve-monique-16493/index.html
5371,monique simard,NA,/fr/deputes/simard-monique-5371/index.html
17923,monsef derraji,derraji ; m. derraji ; m.derraji,/fr/deputes/derraji-monsef-17923/index.html
17839,nadine girault,girault ; mme girault,/fr/deputes/girault-nadine-17839/index.html
5807,nancy charest,NA,/fr/deputes/charest-nancy-5807/index.html
18247,nancy guillemette,guillemette ; mme guillemette,/fr/deputes/guillemette-nancy-18247/index.html
1063,nathalie normandeau,normandeau,/fr/deputes/normandeau-nathalie-1063/index.html
5779,nathalie rochefort,rochefort,/fr/deputes/rochefort-nathalie-5779/index.html
12187,nathalie roy,NA,/fr/deputes/roy-nathalie-12187/index.html
1253,nicolas girard,girard,/fr/deputes/girard-nicolas-1253/index.html
7289,nicolas marceau,marceau,/fr/deputes/marceau-nicolas-7289/index.html
63,nicole leger,leger,/fr/deputes/leger-nicole-63/index.html
4239,nicole loiselle,loiselle,/fr/deputes/loiselle-nicole-4239/index.html
113,nicole menard,menard,/fr/deputes/menard-nicole-113/index.html
229,noella champagne,champagne,/fr/deputes/champagne-noella-229/index.html
499,norbert morin,NA,/fr/deputes/morin-norbert-499/index.html
67,norman macmillan,macmillan,/fr/deputes/macmillan-norman-67/index.html
2553,normand cherry,cherry,/fr/deputes/cherry-normand-2553/index.html
3015,normand duguay,duguay,/fr/deputes/duguay-normand-3015/index.html
3769,normand jutras,jutras,/fr/deputes/jutras-normand-3769/index.html
4953,normand poulin,poulin,/fr/deputes/poulin-normand-4953/index.html
5853,pascal beaupre,beaupre,/fr/deputes/beaupre-pascal-5853/index.html
991,pascal berube,berube ; m. berube ; m.berube ; mberube ; m berube,/fr/deputes/berube-pascal-991/index.html
19999,pascal paradis,paradis ; m. paradis ; m.paradis,/fr/deputes/paradis-pascal-19999/index.html
19277,pascale dery,dery ; mme dery,/fr/deputes/dery-pascale-19277/index.html
43,patrick huot,huot,/fr/deputes/huot-patrick-43/index.html
1951,paul begin,begin,/fr/deputes/begin-paul-1951/index.html
16497,paul busque,busque,/fr/deputes/busque-paul-16497/index.html
19289,paul stpierre plamondon,plamondon ; m.plamondon ; m. plamondon ; m stpierre plamondon,/fr/deputes/st-pierre-plamondon-paul-19289/index.html
17841,paule robitaille,robitaille ; mme robitaille,/fr/deputes/robitaille-paule-17841/index.html
5015,pauleugene quirion,quirion,/fr/deputes/quirion-paul-eugene-5015/index.html
79,pauline marois,marois,/fr/deputes/marois-pauline-79/index.html
5811,philippe couillard,couillard,/fr/deputes/couillard-philippe-5811/index.html
421,pierre arcand,arcand,/fr/deputes/arcand-pierre-421/index.html
900016,pierre auger,auger,
1977,pierre belanger,NA,/fr/deputes/belanger-pierre-1977/index.html
1107,pierre corbeil,corbeil,/fr/deputes/corbeil-pierre-1107/index.html
1135,pierre curzi,curzi,/fr/deputes/curzi-pierre-1135/index.html
5813,pierre descoteaux,descoteaux,/fr/deputes/descoteaux-pierre-5813/index.html
12239,pierre duchesne,duchesne,/fr/deputes/duchesne-pierre-12239/index.html
17823,pierre dufour,dufour,/fr/deputes/dufour-pierre-17823/index.html
17897,pierre fitzgibbon,m.fitzgibbon ; fitzgibbon ; m. fitzgibbon,/fr/deputes/fitzgibbon-pierre-17897/index.html
15423,pierre giguere,giguere,/fr/deputes/giguere-pierre-15423/index.html
5875,pierre gingras,gingras,/fr/deputes/gingras-pierre-5875/index.html
59,pierre marsan,marsan,/fr/deputes/marsan-pierre-59/index.html
359,pierre moreau,moreau,/fr/deputes/moreau-pierre-359/index.html
1113,pierre paradis,paradis,/fr/deputes/paradis-pierre-1113/index.html
900017,pierre peladeau,peladeau,
329,pierre reid,reid,/fr/deputes/reid-pierre-329/index.html
3985,pierreetienne laporte,laporte,/fr/deputes/laporte-pierre-etienne-3985/index.html
565,raymond bachand,NA,/fr/deputes/bachand-raymond-565/index.html
1141,raymond bernier,bernier,/fr/deputes/bernier-raymond-1141/index.html
2301,raymond brouillet,brouillet,/fr/deputes/brouillet-raymond-2301/index.html
5873,raymond francoeur,francoeur,/fr/deputes/francoeur-raymond-5873/index.html
3385,real gauvin,gauvin,/fr/deputes/gauvin-real-3385/index.html
900018,regent beaudet,beaudet,
12267,rejean hebert,hebert,/fr/deputes/hebert-rejean-12267/index.html
3899,rejean lafreniere,lafreniere,/fr/deputes/lafreniere-rejean-3899/index.html
2863,remy desilets,desilets,/fr/deputes/desilets-remy-2863/index.html
5635,remy trudel,trudel,/fr/deputes/trudel-remy-5635/index.html
1227,rene gauvreau,gauvreau,/fr/deputes/gauvreau-rene-1227/index.html
5783,richard legendre,legendre,/fr/deputes/legendre-richard-5783/index.html
4063,richard lehir,lehir,/fr/deputes/le-hir-richard-4063/index.html
5917,richard merlini,merlini,/fr/deputes/merlini-richard-5917/index.html
900019,rita desantis,desantis,
2915,rita dionnemarsolais,dionnemarsolais,/fr/deputes/dionne-marsolais-rita-2915/index.html
2001,robert benoit,benoit,/fr/deputes/benoit-robert-2001/index.html
17921,robert bussiere,bussiere,/fr/deputes/bussiere-robert-17921/index.html
5865,robert deschamps,deschamps,/fr/deputes/deschamps-robert-5865/index.html
641,robert dutil,dutil,/fr/deputes/dutil-robert-641/index.html
3787,robert kieffer,kieffer,/fr/deputes/kieffer-robert-3787/index.html
4183,robert lesage,lesage,/fr/deputes/lesage-robert-4183/index.html
4501,robert middlemiss,middlemiss,/fr/deputes/middlemiss-robert-4501/index.html
4851,robert perreault,perreault,/fr/deputes/perreault-robert-4851/index.html
12203,robert poeti,poeti,/fr/deputes/poeti-robert-12203/index.html
5547,robert therien,therien,/fr/deputes/therien-robert-5547/index.html
2563,roch cholette,cholette,/fr/deputes/cholette-roch-2563/index.html
2061,roger bertrand,NA,/fr/deputes/bertrand-roger-2061/index.html
4125,roger lefebvre,lefebvre,/fr/deputes/lefebvre-roger-4125/index.html
4751,roger paquin,paquin,/fr/deputes/paquin-roger-4751/index.html
11785,roland richer,richer,/fr/deputes/richer-roland-11785/index.html
2063,rosaire bertrand,NA,/fr/deputes/bertrand-rosaire-2063/index.html
17933,ruba ghazal,mme ghazal ; ruba ghazal ; ghazal,/fr/deputes/ghazal-ruba-17933/index.html
2643,russell copeman,copeman,/fr/deputes/copeman-russell-2643/index.html
5759,russell williams,williams,/fr/deputes/williams-russell-5759/index.html
1273,sam hamad,hamad,/fr/deputes/hamad-sam-1273/index.html
17831,samuel poulin,poulin,/fr/deputes/poulin-samuel-17831/index.html
5829,sarah perreault,perreault,/fr/deputes/perreault-sarah-5829/index.html
15407,saul polo,polo,/fr/deputes/polo-saul-15407/index.html
29,scott mckay,mckay,/fr/deputes/mckay-scott-29/index.html
5899,sebastien proulx,proulx,/fr/deputes/proulx-sebastien-5899/index.html
5909,sebastien schneeberger,schneeberger ; m. schneeberger ; m.schneeberger ; sébastien schneeberger,/fr/deputes/schneeberger-sebastien-5909/index.html
12237,serge cardin,cardin,/fr/deputes/cardin-serge-12237/index.html
2875,serge deslieres,deslieres,/fr/deputes/deslieres-serge-2875/index.html
3405,serge geoffrion,geoffrion,/fr/deputes/geoffrion-serge-3405/index.html
4459,serge menard,menard,/fr/deputes/menard-serge-4459/index.html
1239,serge simard,NA,/fr/deputes/simard-serge-1239/index.html
19063,shirley dorismond,dorismond ; mme dorismond,/fr/deputes/dorismond-shirley-19063/index.html
17941,simon allaire,allaire ; m. allaire,/fr/deputes/allaire-simon-17941/index.html
15359,simon jolinbarrette,jolinbarrette ; jolibarrette,/fr/deputes/jolin-barrette-simon-15359/index.html
5867,simonpierre diamond,diamond,/fr/deputes/diamond-simon-pierre-5867/index.html
17955,sol zanetti,zanetti ; m. zanetti ; m.zanetti,/fr/deputes/zanetti-sol-17955/index.html
2521,solange charest,charest,/fr/deputes/charest-solange-2521/index.html
19295,sona lakhoyan olivier,lakhoyan olivier ; mme lakhoyan olivier,/fr/deputes/lakhoyan-olivier-sona-19295/index.html
19281,sonia belanger,belanger ; mme belanger,/fr/deputes/belanger-sonia-19281/index.html
17847,sonia lebel,mme lebel,/fr/deputes/lebel-sonia-17847/index.html
5789,stephan tremblay,tremblay,/fr/deputes/tremblay-stephan-5789/index.html
1457,stephane bedard,bedard,/fr/deputes/bedard-stephane-1457/index.html
1443,stephane bergeron,bergeron,/fr/deputes/bergeron-stephane-1443/index.html
1025,stephane billette,billette,/fr/deputes/billette-stephane-1025/index.html
12269,stephane lebouyonnec,lebouyonnec ; m. le bouyonnec ; m.le bouyonnec ; m.lebouyonnec ; le bouyonnec,/fr/deputes/le-bouyonnec-stephane-12269/index.html
19319,stephane saintecroix,saintecroix ; m. saintecroix ; m.saintecroix,/fr/deputes/sainte-croix-stephane-19319/index.html
17835,stephanie lachance,lachance,/fr/deputes/lachance-stephanie-17835/index.html
223,stephanie vallee,vallee,/fr/deputes/vallee-stephanie-223/index.html
17825,suzanne blais,NA,/fr/deputes/blais-suzanne-17825/index.html
17907,suzanne dansereau,dansereau,/fr/deputes/dansereau-suzanne-17907/index.html
12235,suzanne proulx,proulx,/fr/deputes/proulx-suzanne-12235/index.html
19265,suzanne roy,roy ; mme roy,/fr/deputes/roy-suzanne-19265/index.html
19323,suzanne tremblay,tremblay ; mme tremblay,/fr/deputes/tremblay-suzanne-19323/index.html
1001,sylvain gaudreault,gaudreault,/fr/deputes/gaudreault-sylvain-1001/index.html
5843,sylvain legare,legare,/fr/deputes/legare-sylvain-5843/index.html
12213,sylvain levesque,levesque,/fr/deputes/levesque-sylvain-12213/index.html
987,sylvain page,page,/fr/deputes/page-sylvain-987/index.html
16297,sylvain rochon,rochon,/fr/deputes/rochon-sylvain-16297/index.html
12163,sylvain roy,NA,/fr/deputes/roy-sylvain-12163/index.html
729,sylvain simard,NA,/fr/deputes/simard-sylvain-729/index.html
15399,sylvie damours,damours,/fr/deputes/d-amours-sylvie-15399/index.html
5795,sylvie lesperance,lesperance,/fr/deputes/lesperance-sylvie-5795/index.html
1201,sylvie roy,roy,/fr/deputes/roy-sylvie-1201/index.html
900020,thomas mulcair,mulcair,
1317,tony tomassi,tomassi,/fr/deputes/tomassi-tony-1317/index.html
19259,valerie schmaltz,schmaltz ; mme schmaltz,/fr/deputes/schmaltz-valerie-19259/index.html
900021,valerie setlakwe,setlakwe ; mme setlakwe,
27,veronique hivon,hivon,/fr/deputes/hivon-veronique-27/index.html
16403,veronyque tremblay,tremblay,/fr/deputes/tremblay-veronyque-16403/index.html
471,vincent auclair,auclair,/fr/deputes/auclair-vincent-471/index.html
17849,vincent caron,caron,/fr/deputes/caron-vincent-17849/index.html
17867,vincent marissal,marissal,/fr/deputes/marissal-vincent-17867/index.html
19287,virginie dufour,dufour ; mme dufour,/fr/deputes/dufour-virginie-19287/index.html
2725,william cusano,cusano,/fr/deputes/cusano-william-2725/index.html
19317,yannick gagnon,gagnon ; m.gagnon ; m. gagnon,/fr/deputes/gagnon-yannick-19317/index.html
49,yolande james,james,/fr/deputes/james-yolande-49/index.html
17881,youri chassin,chassin,/fr/deputes/chassin-youri-17881/index.html
2179,yvan bordeleau,bordeleau,/fr/deputes/bordeleau-yvan-2179/index.html
1911,yves beaumier,beaumier,/fr/deputes/beaumier-yves-1911/index.html
2125,yves blais,blais,/fr/deputes/blais-yves-2125/index.html
297,yves bolduc,bolduc,/fr/deputes/bolduc-yves-297/index.html
19279,yves montigny,montigny ; m.montigny ; m. montigny,/fr/deputes/montigny-yves-19279/index.html
5337,yves seguin,seguin,/fr/deputes/seguin-yves-5337/index.html
15355,yves stdenis,stdenis,/fr/deputes/st-denis-yves-15355/index.html
1123,yvesfrancois blanchet,blanchet,/fr/deputes/blanchet-yves-francois-1123/index.html
2519,yvon charbonneau,NA,/fr/deputes/charbonneau-yvon-2519/index.html
53,yvon marcoux,marcoux,/fr/deputes/marcoux-yvon-53/index.html
1659,yvon vallieres,vallieres,/fr/deputes/vallieres-yvon-1659/index.html
20141,alex boissonneault,boissonneault,/fr/deputes/boissonneault-alex-20141/
19257,france-elaine duranceau,duranceau,/fr/deputes/duranceau-france-elaine-19257/
15359,simon jolin-barrette,jolin-barrette,/fr/deputes/jolin-barrette-simon-15359/
19261,madwa-nika cadet,cadet,/fr/deputes/cadet-madwa-nika-19261/
19289,paul st-pierre plamondon,plamondon,/fr/deputes/st-pierre-plamondon-paul-19289/
15361,jean-francois roberge,roberge,/fr/deputes/roberge-jean-francois-15361/
19291,kariane bourassa,bourassa,/fr/deputes/bourassa-kariane-19291/
19293,marie-belle gendron,gendron,/fr/deputes/gendron-marie-belle-19293/
20193,marie-karlynn laflamme,laflamme,/fr/deputes/laflamme-marie-karlynn-20193/
19315,alice abou-khalil,abou-khalil,/fr/deputes/abou-khalil-alice-19315/
19319,stephane sainte-croix,sainte-croix,/fr/deputes/sainte-croix-stephane-19319/
16827,gabriel nadeau-dubois,nadeau-dubois,/fr/deputes/nadeau-dubois-gabriel-16827/
19321,francois st-louis,st-louis,/fr/deputes/st-louis-francois-19321/
18071,marie-louise tardif,tardif,/fr/deputes/tardif-marie-louise-18071/
15399,sylvie d'amours,d'amours,/fr/deputes/d-amours-sylvie-15399/
5369,jean-francois simard,simard,/fr/deputes/simard-jean-francois-5369/
19285,michelle setlakwe,setlakwe,/fr/deputes/setlakwe-michelle-19285/
17857,jean-bernard emond,emond,/fr/deputes/emond-jean-bernard-17857/
19271,brigitte b. garceau,garceau,/fr/deputes/garceau-brigitte-b-19271/
18073,louis-charles thouin,thouin,/fr/deputes/thouin-louis-charles-18073/
19593,guillaume cliche-rivard,cliche-rivard,/fr/deputes/cliche-rivard-guillaume-19593/
15439,marie-claude nichols,nichols,/fr/deputes/nichols-marie-claude-15439/
